type	name	field	raw_value	converted_value	note
city	夷州	ReservistMax	not_recovered	128	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	安定	ReservistMax	not_recovered	157	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	成都	ReservistMax	not_recovered	350	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	汝南	ReservistMax	not_recovered	213	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	江州	ReservistMax	not_recovered	244	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	江津	ReservistMax	not_recovered	100	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	江夏	ReservistMax	not_recovered	190	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	江陵	ReservistMax	not_recovered	270	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	江阴	ReservistMax	not_recovered	226	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	西凉	ReservistMax	not_recovered	177	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	赤壁	ReservistMax	not_recovered	100	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	函谷关	ReservistMax	not_recovered	100	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	定陶	ReservistMax	not_recovered	225	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	官渡	ReservistMax	not_recovered	100	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	宛	ReservistMax	not_recovered	299	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	易京	ReservistMax	not_recovered	100	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	武威	ReservistMax	not_recovered	135	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	武陵	ReservistMax	not_recovered	153	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	武关	ReservistMax	not_recovered	100	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	河内	ReservistMax	not_recovered	126	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	祁山	ReservistMax	not_recovered	100	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	虎牢关	ReservistMax	not_recovered	100	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	金城	ReservistMax	not_recovered	216	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	南皮	ReservistMax	not_recovered	374	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	建平	ReservistMax	not_recovered	177	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	建宁	ReservistMax	not_recovered	223	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	建安	ReservistMax	not_recovered	177	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	建业	ReservistMax	not_recovered	326	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	洛阳	ReservistMax	not_recovered	451	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	界桥	ReservistMax	not_recovered	100	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	徐州	ReservistMax	not_recovered	208	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	桂阳	ReservistMax	not_recovered	207	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	柴桑	ReservistMax	not_recovered	118	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	梓潼	ReservistMax	not_recovered	190	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	琅琊	ReservistMax	not_recovered	225	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	都阳	ReservistMax	not_recovered	100	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	街亭	ReservistMax	not_recovered	270	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	新野	ReservistMax	not_recovered	126	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	葭萌关	ReservistMax	not_recovered	100	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	零陵	ReservistMax	not_recovered	251	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	潼关	ReservistMax	not_recovered	100	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	蓬莱	ReservistMax	not_recovered	177	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	鄱阳	ReservistMax	not_recovered	219	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	豫章	ReservistMax	not_recovered	252	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	濮阳	ReservistMax	not_recovered	219	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	襄平	ReservistMax	not_recovered	147	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	襄阳	ReservistMax	not_recovered	369	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	临海	ReservistMax	not_recovered	126	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	乐陵	ReservistMax	not_recovered	100	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	会稽	ReservistMax	not_recovered	204	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	剑阁	ReservistMax	not_recovered	100	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	吴	ReservistMax	not_recovered	282	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	壶关	ReservistMax	not_recovered	100	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	寿春	ReservistMax	not_recovered	212	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	广陵	ReservistMax	not_recovered	177	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	庐江	ReservistMax	not_recovered	225	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	庐陵	ReservistMax	not_recovered	197	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	晋阳	ReservistMax	not_recovered	156	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	汉中	ReservistMax	not_recovered	244	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	汉寿	ReservistMax	not_recovered	146	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	苍梧	ReservistMax	not_recovered	135	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	许昌	ReservistMax	not_recovered	295	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	谯	ReservistMax	not_recovered	236	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	邺	ReservistMax	not_recovered	262	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	长安	ReservistMax	not_recovered	324	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	长沙	ReservistMax	not_recovered	238	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	长板	ReservistMax	not_recovered	100	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	阳平关	ReservistMax	not_recovered	100	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	陈留	ReservistMax	not_recovered	267	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	北风城	ReservistMax	not_recovered	100	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	秦皇古城	ReservistMax	not_recovered	100	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	世外田园	ReservistMax	not_recovered	100	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	锦屏山	ReservistMax	not_recovered	100	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	道观	ReservistMax	not_recovered	100	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	昭平	ReservistMax	not_recovered	100	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	天柱山	ReservistMax	not_recovered	100	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
city	阳曲	ReservistMax	not_recovered	100	由人口和金钱派生的当前引擎兼容值，APK城池表未恢复到预备兵字段
general	丁奉	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	丁封	Arms	盾	1	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	丁封	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	丁原	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	丁仪	Arms	盾	1	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	丁仪	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	丁谧	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	卜己	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	于夫罗	Formation	箭	8	二代阵型不在一代阵型表内，使用最接近的一代引擎站位
general	于夫罗	Arms	游	32	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	于夫罗	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	于吉	Arms	巫	1	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	于吉	Equipment	太平清领道|赤霄剑|九尾妖狐	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	于毒	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	于禁	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	于糜	Arms	盾	1	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	于糜	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	于诠	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	兀突骨	Equipment	|短剑|南蛮象	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	千万	Formation	箭	8	二代阵型不在一代阵型表内，使用最接近的一代引擎站位
general	千万	Arms	游	32	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	千万	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	土安	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	士匡	Arms	盾	1	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	士匡	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	士祗	Arms	盾	1	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	士祗	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	士壹	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	士碧	Arms	镖	32	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	士碧	Equipment	|短剑|黄骠马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	士碧	Magic0	1, 50,10, 60,20, 67,30, 83,40, 81,50, 90	-1	武将技编号超出当前一代引擎技能表，保留原文但不装配
general	士徽	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	士燮	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	士孙瑞	Arms	盾	1	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	士孙瑞	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	大乔	Arms	舞	32	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	大乔	Equipment	|短剑|黄骠马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	小乔	Arms	镖	32	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	小乔	Equipment	|短剑|黄骠马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	小乔	Magic0	1, 50,10, 58,20, 66,30, 84,40, 74,50, 90	-1	武将技编号超出当前一代引擎技能表，保留原文但不装配
general	万彧	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	尹大目	Arms	盾	1	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	尹大目	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	尹奉	Arms	盾	1	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	尹奉	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	尹楷	Arms	盾	1	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	尹楷	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	尹默	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	尹默	Magic0	1, 51,8, 56,16, 63,24, 75,33, 76,41, 78,50, 100	-1	武将技编号超出当前一代引擎技能表，保留原文但不装配
general	尹礼	Arms	盾	1	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	尹礼	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	公孙度	Formation	箭	8	二代阵型不在一代阵型表内，使用最接近的一代引擎站位
general	公孙度	Arms	游	32	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	公孙度	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	公孙范	Formation	箭	8	二代阵型不在一代阵型表内，使用最接近的一代引擎站位
general	公孙范	Arms	游	32	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	公孙范	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	公孙修	Formation	箭	8	二代阵型不在一代阵型表内，使用最接近的一代引擎站位
general	公孙修	Arms	游	32	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	公孙修	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	公孙恭	Formation	箭	8	二代阵型不在一代阵型表内，使用最接近的一代引擎站位
general	公孙恭	Arms	游	32	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	公孙恭	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	公孙康	Formation	箭	8	二代阵型不在一代阵型表内，使用最接近的一代引擎站位
general	公孙康	Arms	游	32	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	公孙康	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	公孙婷	Arms	镖	32	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	公孙婷	Equipment	|短剑|黄骠马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	公孙越	Formation	箭	8	二代阵型不在一代阵型表内，使用最接近的一代引擎站位
general	公孙越	Arms	游	32	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	公孙越	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	公孙渊	Formation	箭	8	二代阵型不在一代阵型表内，使用最接近的一代引擎站位
general	公孙渊	Arms	游	32	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	公孙渊	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	公孙瓒	Formation	箭	8	二代阵型不在一代阵型表内，使用最接近的一代引擎站位
general	公孙瓒	Arms	游	32	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	公孙瓒	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	公孙续	Formation	箭	8	二代阵型不在一代阵型表内，使用最接近的一代引擎站位
general	公孙续	Arms	游	32	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	公孙续	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	卞喜	Equipment	|狼牙锤|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	天香	Arms	舞	32	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	天香	Equipment	|短剑|黄骠马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	太史亨	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	太史昭蓉	Arms	刺	32	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	太史昭蓉	Equipment	|短剑|黄骠马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	太史昭蓉	Magic0	1, 50,8, 54,16, 62,24, 69,33, 74,41, 85,50, 96	-1	武将技编号超出当前一代引擎技能表，保留原文但不装配
general	太史慈	Equipment	|紫龙戟|紫电	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	太史慈	Magic0	1, 56,7, 58,14, 62,21, 74,29, 85,36, 96,43, 103,50, 113	-1	武将技编号超出当前一代引擎技能表，保留原文但不装配
general	孔岫	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	孔融	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	尤突	Arms	盾	1	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	尤突	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	文丑	Equipment	|龙呤刀|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	文丑	Magic0	1, 59,7, 54,14, 61,21, 70,29, 87,36, 93,43, 104,50, 111	-1	武将技编号超出当前一代引擎技能表，保留原文但不装配
general	文虎	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	文聘	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	文蕊	Arms	刺	32	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	文蕊	Equipment	|短剑|黄骠马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	文蕊	Magic0	1, 50,8, 59,16, 67,24, 68,33, 79,41, 90,50, 95	-1	武将技编号超出当前一代引擎技能表，保留原文但不装配
general	文钦	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	文鸯	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	文鸯	Magic0	1, 52,7, 58,14, 65,21, 73,29, 83,36, 92,43, 96,50, 103	-1	武将技编号超出当前一代引擎技能表，保留原文但不装配
general	方悦	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	木鹿大王	Equipment	|短剑|雄狮	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	毛炅	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	毛玠	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	牛金	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	牛辅	Formation	箭	8	二代阵型不在一代阵型表内，使用最接近的一代引擎站位
general	牛辅	Arms	游	32	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	牛辅	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	王子服	Arms	盾	1	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	王子服	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	王元姬	Arms	舞	32	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	王元姬	Equipment	|短剑|黄骠马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	王方	Formation	箭	8	二代阵型不在一代阵型表内，使用最接近的一代引擎站位
general	王方	Arms	游	32	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	王方	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	王平	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	王伉	Arms	盾	1	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	王伉	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	王匡	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	王同	Formation	箭	8	二代阵型不在一代阵型表内，使用最接近的一代引擎站位
general	王同	Arms	游	32	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	王同	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	王戎	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	王异	Arms	舞	32	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	王异	Equipment	|短剑|黄骠马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	王含	Arms	盾	1	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	王含	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	王沈	Arms	盾	1	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	王沈	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	王甫	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	王忠	Arms	盾	1	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	王忠	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	王昌	Formation	箭	8	二代阵型不在一代阵型表内，使用最接近的一代引擎站位
general	王昌	Arms	游	32	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	王昌	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	王垢	Arms	盾	1	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	王垢	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	王威	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	王若华	Arms	舞	32	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	王若华	Equipment	|短剑|黄骠马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	王昶	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	王修	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	王凌	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	王朗	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	王桃	Arms	镖	32	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	王桃	Equipment	|短剑|黄骠马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	王浚	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	王真	Arms	盾	1	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	王真	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	王基	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	王惇	Arms	盾	1	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	王惇	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	王祥	Arms	盾	1	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	王祥	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	王累	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	王植	Arms	盾	1	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	王植	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	王越	Equipment	|干将剑|麒麟马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	王楷	Arms	盾	1	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
general	王楷	Equipment	|短剑|黄鬃马	-1	当前一代引擎没有对应装备资源，保留原文但不装配
general	王筠	Arms	镖	32	二代兵种不在一代兵种表内，使用当前战斗引擎可运行的近似兵种
